model_key,hf_id,family,params_b,tuning,tier,item_id,word,target,distractor,conflict_type,relation,prompt_style,condition,neutral_word,probe,mean_logprob_distractor,mean_logprob_target,n_cont_tokens_distractor,n_cont_tokens_target,sum_logprob_distractor,sum_logprob_target,score_sum_logprob,score_mean_logprob
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,game_rule,neutral,object,main,-12.309432029724121,-0.7469316124916077,1,1,-12.309432029724121,-0.7469316124916077,11.562500417232513,11.562500417232513
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,game_rule,neutral,symbol,main,-10.773063659667969,-2.2105634212493896,1,1,-10.773063659667969,-2.2105634212493896,8.562500238418579,8.562500238418579
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,game_rule,neutral,thing,main,-12.534332275390625,-1.4093327522277832,1,1,-12.534332275390625,-1.4093327522277832,11.124999523162842,11.124999523162842
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,glossary,conflict,,main,-8.458332061767578,-6.958332061767578,1,1,-8.458332061767578,-6.958332061767578,1.5,1.5
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,glossary,neutral,item,main,-11.72913932800293,-6.35413932800293,1,1,-11.72913932800293,-6.35413932800293,5.375,5.375
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,glossary,neutral,label,main,-10.698097229003906,-6.135597229003906,1,1,-10.698097229003906,-6.135597229003906,4.5625,4.5625
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,glossary,neutral,marker,main,-10.748618125915527,-5.498618125915527,1,1,-10.748618125915527,-5.498618125915527,5.25,5.25
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,glossary,neutral,object,main,-10.899833679199219,-5.7748332023620605,1,1,-10.899833679199219,-5.7748332023620605,5.125000476837158,5.125000476837158
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,glossary,neutral,symbol,main,-11.331795692443848,-6.081795692443848,1,1,-11.331795692443848,-6.081795692443848,5.25,5.25
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,glossary,neutral,thing,main,-11.01363754272461,-6.201137065887451,1,1,-11.01363754272461,-6.201137065887451,4.812500476837158,4.812500476837158
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,lexical_prior,probe,,lexical_prior,-9.096163749694824,-4.033663749694824,1,1,-9.096163749694824,-4.033663749694824,5.0625,5.0625
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,technical_document,conflict,,main,-12.666952133178711,-5.291952610015869,1,1,-12.666952133178711,-5.291952610015869,7.374999523162842,7.374999523162842
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,item,main,-13.731396675109863,-4.6688971519470215,1,1,-13.731396675109863,-4.6688971519470215,9.062499523162842,9.062499523162842
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,label,main,-13.547298431396484,-4.922298431396484,1,1,-13.547298431396484,-4.922298431396484,8.625,8.625
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,marker,main,-13.922865867614746,-4.547865867614746,1,1,-13.922865867614746,-4.547865867614746,9.375,9.375
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,object,main,-12.069488525390625,-3.944488286972046,1,1,-12.069488525390625,-3.944488286972046,8.125000238418579,8.125000238418579
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,symbol,main,-13.711200714111328,-4.898700714111328,1,1,-13.711200714111328,-4.898700714111328,8.8125,8.8125
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,thing,main,-12.34565258026123,-3.7206530570983887,1,1,-12.34565258026123,-3.7206530570983887,8.624999523162842,8.624999523162842
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,answer_prior,probe,,answer_prior,-11.471056938171387,-10.346056938171387,1,1,-11.471056938171387,-10.346056938171387,1.125,1.125
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,definition_scope,conflict,,main,-9.743392944335938,-4.3058929443359375,1,1,-9.743392944335938,-4.3058929443359375,5.4375,5.4375
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,case,main,-10.588323593139648,-4.08832311630249,1,1,-10.588323593139648,-4.08832311630249,6.500000476837158,6.500000476837158
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,entity,main,-10.15152359008789,-4.026523590087891,1,1,-10.15152359008789,-4.026523590087891,6.125,6.125
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,name,main,-10.641141891479492,-3.953641891479492,1,1,-10.641141891479492,-3.953641891479492,6.6875,6.6875
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,term,main,-10.112152099609375,-4.299652576446533,1,1,-10.112152099609375,-4.299652576446533,5.812499523162842,5.812499523162842
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,token,main,-10.767538070678711,-3.9550375938415527,1,1,-10.767538070678711,-3.9550375938415527,6.812500476837158,6.812500476837158
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,unit,main,-10.584930419921875,-4.459930419921875,1,1,-10.584930419921875,-4.459930419921875,6.125,6.125
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,game_rule,conflict,,main,-9.205223083496094,-0.330223023891449,1,1,-9.205223083496094,-0.330223023891449,8.875000059604645,8.875000059604645
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,case,main,-11.302273750305176,-0.6772733330726624,1,1,-11.302273750305176,-0.6772733330726624,10.625000417232513,10.625000417232513
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,entity,main,-12.627066612243652,-0.7520663142204285,1,1,-12.627066612243652,-0.7520663142204285,11.875000298023224,11.875000298023224
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,name,main,-12.489620208740234,-0.989620566368103,1,1,-12.489620208740234,-0.989620566368103,11.499999642372131,11.499999642372131
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,term,main,-11.602082252502441,-0.5395824313163757,1,1,-11.602082252502441,-0.5395824313163757,11.062499821186066,11.062499821186066
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,token,main,-12.060522079467773,-0.9980220794677734,1,1,-12.060522079467773,-0.9980220794677734,11.0625,11.0625
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,unit,main,-11.381919860839844,-0.7569195628166199,1,1,-11.381919860839844,-0.7569195628166199,10.625000298023224,10.625000298023224
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,glossary,conflict,,main,-7.998470306396484,-5.435970306396484,1,1,-7.998470306396484,-5.435970306396484,2.5625,2.5625
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,case,main,-10.273436546325684,-5.398436546325684,1,1,-10.273436546325684,-5.398436546325684,4.875,4.875
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,entity,main,-10.686915397644043,-5.874415397644043,1,1,-10.686915397644043,-5.874415397644043,4.8125,4.8125
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,name,main,-10.120951652526855,-6.3709516525268555,1,1,-10.120951652526855,-6.3709516525268555,3.75,3.75
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,term,main,-10.248815536499023,-7.123815536499023,1,1,-10.248815536499023,-7.123815536499023,3.125,3.125
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,token,main,-10.540630340576172,-5.728129863739014,1,1,-10.540630340576172,-5.728129863739014,4.812500476837158,4.812500476837158
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,unit,main,-11.011286735534668,-5.886286735534668,1,1,-11.011286735534668,-5.886286735534668,5.125,5.125
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,lexical_prior,probe,,lexical_prior,-6.37489128112793,-4.49989128112793,1,1,-6.37489128112793,-4.49989128112793,1.875,1.875
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,technical_document,conflict,,main,-11.578363418579102,-4.953363418579102,1,1,-11.578363418579102,-4.953363418579102,6.625,6.625
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,case,main,-11.91797924041748,-4.605478763580322,1,1,-11.91797924041748,-4.605478763580322,7.312500476837158,7.312500476837158
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,entity,main,-11.340484619140625,-4.465484619140625,1,1,-11.340484619140625,-4.465484619140625,6.875,6.875
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,name,main,-13.349644660949707,-7.287144660949707,1,1,-13.349644660949707,-7.287144660949707,6.0625,6.0625
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,term,main,-11.738285064697266,-5.238284587860107,1,1,-11.738285064697266,-5.238284587860107,6.500000476837158,6.500000476837158
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,token,main,-10.994112968444824,-3.681612968444824,1,1,-10.994112968444824,-3.681612968444824,7.3125,7.3125
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,unit,main,-12.331686973571777,-5.081686973571777,1,1,-12.331686973571777,-5.081686973571777,7.25,7.25
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,answer_prior,probe,,answer_prior,-11.128087043762207,-10.596837043762207,1,1,-11.128087043762207,-10.596837043762207,0.53125,0.53125
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,conflict,,main,-8.855585098266602,-4.480585098266602,1,1,-8.855585098266602,-4.480585098266602,4.375,4.375
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,code,main,-8.421120643615723,-3.9211206436157227,1,1,-8.421120643615723,-3.9211206436157227,4.5,4.5
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,entry,main,-8.882305145263672,-4.694804668426514,1,1,-8.882305145263672,-4.694804668426514,4.187500476837158,4.187500476837158
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,note,main,-8.918615341186523,-4.231114864349365,1,1,-8.918615341186523,-4.231114864349365,4.687500476837158,4.687500476837158
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,sample,main,-9.513675689697266,-4.951175212860107,1,1,-9.513675689697266,-4.951175212860107,4.562500476837158,4.562500476837158
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,sign,main,-8.77209186553955,-4.084591865539551,1,1,-8.77209186553955,-4.084591865539551,4.6875,4.6875
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,tag,main,-8.725625038146973,-4.038125038146973,1,1,-8.725625038146973,-4.038125038146973,4.6875,4.6875
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,conflict,,main,-5.417911052703857,-0.6679109930992126,1,1,-5.417911052703857,-0.6679109930992126,4.750000059604645,4.750000059604645
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,code,main,-7.099564552307129,-0.5995646715164185,1,1,-7.099564552307129,-0.5995646715164185,6.4999998807907104,6.4999998807907104
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,entry,main,-8.558117866516113,-0.6206175684928894,1,1,-8.558117866516113,-0.6206175684928894,7.937500298023224,7.937500298023224
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,note,main,-8.489889144897461,-1.114889144897461,1,1,-8.489889144897461,-1.114889144897461,7.375,7.375
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,sample,main,-9.115680694580078,-0.4281810522079468,1,1,-9.115680694580078,-0.4281810522079468,8.687499642372131,8.687499642372131
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,sign,main,-8.968243598937988,-0.843243420124054,1,1,-8.968243598937988,-0.843243420124054,8.125000178813934,8.125000178813934
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,tag,main,-7.87373161315918,-0.4987315237522125,1,1,-7.87373161315918,-0.4987315237522125,7.375000089406967,7.375000089406967
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,glossary,conflict,,main,-8.319255828857422,-5.131755352020264,1,1,-8.319255828857422,-5.131755352020264,3.187500476837158,3.187500476837158
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,code,main,-9.747840881347656,-5.935340404510498,1,1,-9.747840881347656,-5.935340404510498,3.812500476837158,3.812500476837158
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,entry,main,-9.581538200378418,-6.081538677215576,1,1,-9.581538200378418,-6.081538677215576,3.499999523162842,3.499999523162842
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,note,main,-9.763655662536621,-5.888655662536621,1,1,-9.763655662536621,-5.888655662536621,3.875,3.875
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,sample,main,-10.276226997375488,-6.338726997375488,1,1,-10.276226997375488,-6.338726997375488,3.9375,3.9375
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,sign,main,-9.323145866394043,-5.573146343231201,1,1,-9.323145866394043,-5.573146343231201,3.749999523162842,3.749999523162842
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,tag,main,-9.628860473632812,-5.6913604736328125,1,1,-9.628860473632812,-5.6913604736328125,3.9375,3.9375
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,lexical_prior,probe,,lexical_prior,-6.25997257232666,-3.07247257232666,1,1,-6.25997257232666,-3.07247257232666,3.1875,3.1875
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,conflict,,main,-11.492276191711426,-6.867275714874268,1,1,-11.492276191711426,-6.867275714874268,4.625000476837158,4.625000476837158
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,code,main,-11.464608192443848,-6.464608192443848,1,1,-11.464608192443848,-6.464608192443848,5.0,5.0
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,entry,main,-11.180353164672852,-6.305352687835693,1,1,-11.180353164672852,-6.305352687835693,4.875000476837158,4.875000476837158
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,note,main,-12.062857627868652,-6.6253581047058105,1,1,-12.062857627868652,-6.6253581047058105,5.437499523162842,5.437499523162842
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,sample,main,-12.766921997070312,-7.766922473907471,1,1,-12.766921997070312,-7.766922473907471,4.999999523162842,4.999999523162842
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,sign,main,-11.485997200012207,-6.423497676849365,1,1,-11.485997200012207,-6.423497676849365,5.062499523162842,5.062499523162842
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,tag,main,-11.050359725952148,-5.425359725952148,1,1,-11.050359725952148,-5.425359725952148,5.625,5.625
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,answer_prior,probe,,answer_prior,-15.721056938171387,-11.127306938171387,1,1,-15.721056938171387,-11.127306938171387,4.59375,4.59375
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,conflict,,main,-12.096735000610352,-4.596734523773193,1,1,-12.096735000610352,-4.596734523773193,7.500000476837158,7.500000476837158
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,class,main,-12.699170112609863,-3.6991701126098633,1,1,-12.699170112609863,-3.6991701126098633,9.0,9.0
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,field,main,-13.809456825256348,-4.2469563484191895,1,1,-13.809456825256348,-4.2469563484191895,9.562500476837158,9.562500476837158
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,point,main,-13.37118911743164,-4.058689117431641,1,1,-13.37118911743164,-4.058689117431641,9.3125,9.3125
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,record,main,-14.916251182556152,-3.9162514209747314,1,1,-14.916251182556152,-3.9162514209747314,10.999999761581421,10.999999761581421
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,slot,main,-14.888672828674316,-4.294922351837158,1,1,-14.888672828674316,-4.294922351837158,10.593750476837158,10.593750476837158
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,type,main,-13.987187385559082,-4.049686908721924,1,1,-13.987187385559082,-4.049686908721924,9.937500476837158,9.937500476837158
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,conflict,,main,-10.331933975219727,-0.39443421363830566,1,1,-10.331933975219727,-0.39443421363830566,9.937499761581421,9.937499761581421
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,neutral,class,main,-9.198360443115234,-0.6983609199523926,1,1,-9.198360443115234,-0.6983609199523926,8.499999523162842,8.499999523162842
