model_key,hf_id,family,params_b,tuning,tier,item_id,word,target,distractor,conflict_type,relation,prompt_style,score_mode,conflict_score,neutral_mean,neutral_std,stroop_effect,answer_prior_target_minus_distractor_sum,lexical_target_minus_distractor_sum,answer_prior_target_minus_distractor_mean,lexical_target_minus_distractor_mean,lexical_distractor_advantage_sum,lexical_distractor_advantage_mean,word_zipf,target_zipf,distractor_zipf,target_minus_distractor_zipf,word_n_tokens,target_n_tokens,distractor_n_tokens,target_minus_distractor_tokens,is_single_token_pair
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,glossary,mean_logprob,2.5625,4.416666746139526,0.7922147702270649,1.8541667461395264,1.125,1.875,1.125,1.875,-1.875,-1.875,5.39,5.51,5.67,-0.16000000000000014,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,technical_document,sum_logprob,6.625,6.885416825612386,0.5145032066119833,0.26041682561238577,1.125,1.875,1.125,1.875,-1.875,-1.875,5.39,5.51,5.67,-0.16000000000000014,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,technical_document,mean_logprob,6.625,6.885416825612386,0.5145032066119833,0.26041682561238577,1.125,1.875,1.125,1.875,-1.875,-1.875,5.39,5.51,5.67,-0.16000000000000014,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,sum_logprob,4.375,4.552083571751912,0.19532280958322182,0.17708357175191214,0.53125,3.1875,0.53125,3.1875,-3.1875,-3.1875,5.16,5.02,4.71,0.3099999999999996,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,mean_logprob,4.375,4.552083571751912,0.19532280958322182,0.17708357175191214,0.53125,3.1875,0.53125,3.1875,-3.1875,-3.1875,5.16,5.02,4.71,0.3099999999999996,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,sum_logprob,4.750000059604645,7.666666681567828,0.7558797066358731,2.9166666219631834,0.53125,3.1875,0.53125,3.1875,-3.1875,-3.1875,5.16,5.02,4.71,0.3099999999999996,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,mean_logprob,4.750000059604645,7.666666681567828,0.7558797066358731,2.9166666219631834,0.53125,3.1875,0.53125,3.1875,-3.1875,-3.1875,5.16,5.02,4.71,0.3099999999999996,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,glossary,sum_logprob,3.187500476837158,3.8020832538604736,0.16496548489168197,0.6145827770233154,0.53125,3.1875,0.53125,3.1875,-3.1875,-3.1875,5.16,5.02,4.71,0.3099999999999996,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,glossary,mean_logprob,3.187500476837158,3.8020832538604736,0.16496548489168197,0.6145827770233154,0.53125,3.1875,0.53125,3.1875,-3.1875,-3.1875,5.16,5.02,4.71,0.3099999999999996,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,sum_logprob,4.625000476837158,5.166666507720947,0.2949222118386753,0.5416660308837891,0.53125,3.1875,0.53125,3.1875,-3.1875,-3.1875,5.16,5.02,4.71,0.3099999999999996,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,mean_logprob,4.625000476837158,5.166666507720947,0.2949222118386753,0.5416660308837891,0.53125,3.1875,0.53125,3.1875,-3.1875,-3.1875,5.16,5.02,4.71,0.3099999999999996,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,sum_logprob,7.500000476837158,9.901041865348816,0.7696429237755255,2.4010413885116577,4.59375,4.25,4.59375,4.25,-4.25,-4.25,5.02,5.16,3.5,1.6600000000000001,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,mean_logprob,7.500000476837158,9.901041865348816,0.7696429237755255,2.4010413885116577,4.59375,4.25,4.59375,4.25,-4.25,-4.25,5.02,5.16,3.5,1.6600000000000001,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,sum_logprob,9.937499761581421,11.536458189288775,1.7040184693176583,1.5989584277073536,4.59375,4.25,4.59375,4.25,-4.25,-4.25,5.02,5.16,3.5,1.6600000000000001,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,mean_logprob,9.937499761581421,11.536458189288775,1.7040184693176583,1.5989584277073536,4.59375,4.25,4.59375,4.25,-4.25,-4.25,5.02,5.16,3.5,1.6600000000000001,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,glossary,sum_logprob,6.0625,10.583333492279053,0.5175310298199779,4.520833492279053,4.59375,4.25,4.59375,4.25,-4.25,-4.25,5.02,5.16,3.5,1.6600000000000001,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,glossary,mean_logprob,6.0625,10.583333492279053,0.5175310298199779,4.520833492279053,4.59375,4.25,4.59375,4.25,-4.25,-4.25,5.02,5.16,3.5,1.6600000000000001,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,technical_document,sum_logprob,10.75,12.614583412806192,0.2757567332671308,1.8645834128061924,4.59375,4.25,4.59375,4.25,-4.25,-4.25,5.02,5.16,3.5,1.6600000000000001,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,technical_document,mean_logprob,10.75,12.614583412806192,0.2757567332671308,1.8645834128061924,4.59375,4.25,4.59375,4.25,-4.25,-4.25,5.02,5.16,3.5,1.6600000000000001,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,4,happy,sad,glad,antonym_remapping,synonym,definition_scope,sum_logprob,4.999999523162842,5.666666428248088,0.3251602719114402,0.6666669050852461,2.515625,-1.25,2.515625,-1.25,1.25,1.25,5.35,4.84,4.9,-0.0600000000000005,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,4,happy,sad,glad,antonym_remapping,synonym,definition_scope,mean_logprob,4.999999523162842,5.666666428248088,0.3251602719114402,0.6666669050852461,2.515625,-1.25,2.515625,-1.25,1.25,1.25,5.35,4.84,4.9,-0.0600000000000005,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,4,happy,sad,glad,antonym_remapping,synonym,game_rule,sum_logprob,10.87499962747097,10.291666681567827,0.7951676189596787,-0.5833329459031429,2.515625,-1.25,2.515625,-1.25,1.25,1.25,5.35,4.84,4.9,-0.0600000000000005,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,4,happy,sad,glad,antonym_remapping,synonym,game_rule,mean_logprob,10.87499962747097,10.291666681567827,0.7951676189596787,-0.5833329459031429,2.515625,-1.25,2.515625,-1.25,1.25,1.25,5.35,4.84,4.9,-0.0600000000000005,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,4,happy,sad,glad,antonym_remapping,synonym,glossary,sum_logprob,3.875,4.041666666666667,0.4101573592883554,0.16666666666666696,2.515625,-1.25,2.515625,-1.25,1.25,1.25,5.35,4.84,4.9,-0.0600000000000005,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,4,happy,sad,glad,antonym_remapping,synonym,glossary,mean_logprob,3.875,4.041666666666667,0.4101573592883554,0.16666666666666696,2.515625,-1.25,2.515625,-1.25,1.25,1.25,5.35,4.84,4.9,-0.0600000000000005,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,4,happy,sad,glad,antonym_remapping,synonym,technical_document,sum_logprob,6.625,7.104166587193807,0.3027651863416486,0.47916658719380667,2.515625,-1.25,2.515625,-1.25,1.25,1.25,5.35,4.84,4.9,-0.0600000000000005,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,4,happy,sad,glad,antonym_remapping,synonym,technical_document,mean_logprob,6.625,7.104166587193807,0.3027651863416486,0.47916658719380667,2.515625,-1.25,2.515625,-1.25,1.25,1.25,5.35,4.84,4.9,-0.0600000000000005,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,5,sad,happy,unhappy,antonym_remapping,synonym,definition_scope,sum_logprob,4.3125,5.739583333333333,0.2889003573847328,1.427083333333333,2.0625,0.125,2.0625,0.125,-0.125,-0.125,4.84,5.35,4.06,1.29,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,5,sad,happy,unhappy,antonym_remapping,synonym,definition_scope,mean_logprob,4.3125,5.739583333333333,0.2889003573847328,1.427083333333333,2.0625,0.125,2.0625,0.125,-0.125,-0.125,4.84,5.35,4.06,1.29,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,5,sad,happy,unhappy,antonym_remapping,synonym,game_rule,sum_logprob,7.937500089406967,9.104166532556215,0.5737303845561755,1.1666664431492482,2.0625,0.125,2.0625,0.125,-0.125,-0.125,4.84,5.35,4.06,1.29,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,5,sad,happy,unhappy,antonym_remapping,synonym,game_rule,mean_logprob,7.937500089406967,9.104166532556215,0.5737303845561755,1.1666664431492482,2.0625,0.125,2.0625,0.125,-0.125,-0.125,4.84,5.35,4.06,1.29,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,5,sad,happy,unhappy,antonym_remapping,synonym,glossary,sum_logprob,3.25,4.5729169845581055,0.2663898377197792,1.3229169845581055,2.0625,0.125,2.0625,0.125,-0.125,-0.125,4.84,5.35,4.06,1.29,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,5,sad,happy,unhappy,antonym_remapping,synonym,glossary,mean_logprob,3.25,4.5729169845581055,0.2663898377197792,1.3229169845581055,2.0625,0.125,2.0625,0.125,-0.125,-0.125,4.84,5.35,4.06,1.29,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,5,sad,happy,unhappy,antonym_remapping,synonym,technical_document,sum_logprob,4.25,4.791666666666667,0.23935695125327006,0.541666666666667,2.0625,0.125,2.0625,0.125,-0.125,-0.125,4.84,5.35,4.06,1.29,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,5,sad,happy,unhappy,antonym_remapping,synonym,technical_document,mean_logprob,4.25,4.791666666666667,0.23935695125327006,0.541666666666667,2.0625,0.125,2.0625,0.125,-0.125,-0.125,4.84,5.35,4.06,1.29,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,6,fast,slow,quick,antonym_remapping,synonym,definition_scope,sum_logprob,6.562499523162842,6.822916626930237,0.3317017914074617,0.260417103767395,1.0625,0.125,1.0625,0.125,-0.125,-0.125,5.13,4.85,4.98,-0.13000000000000078,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,6,fast,slow,quick,antonym_remapping,synonym,definition_scope,mean_logprob,6.562499523162842,6.822916626930237,0.3317017914074617,0.260417103767395,1.0625,0.125,1.0625,0.125,-0.125,-0.125,5.13,4.85,4.98,-0.13000000000000078,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,6,fast,slow,quick,antonym_remapping,synonym,game_rule,sum_logprob,8.000000238418579,8.23958338300387,0.8181694397575779,0.23958314458529095,1.0625,0.125,1.0625,0.125,-0.125,-0.125,5.13,4.85,4.98,-0.13000000000000078,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,6,fast,slow,quick,antonym_remapping,synonym,game_rule,mean_logprob,8.000000238418579,8.23958338300387,0.8181694397575779,0.23958314458529095,1.0625,0.125,1.0625,0.125,-0.125,-0.125,5.13,4.85,4.98,-0.13000000000000078,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,6,fast,slow,quick,antonym_remapping,synonym,glossary,sum_logprob,5.3125,5.593749920527141,0.46224644257390746,0.2812499205271406,1.0625,0.125,1.0625,0.125,-0.125,-0.125,5.13,4.85,4.98,-0.13000000000000078,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,6,fast,slow,quick,antonym_remapping,synonym,glossary,mean_logprob,5.3125,5.593749920527141,0.46224644257390746,0.2812499205271406,1.0625,0.125,1.0625,0.125,-0.125,-0.125,5.13,4.85,4.98,-0.13000000000000078,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,6,fast,slow,quick,antonym_remapping,synonym,technical_document,sum_logprob,6.625,7.010416626930237,0.43556144131209945,0.3854166269302368,1.0625,0.125,1.0625,0.125,-0.125,-0.125,5.13,4.85,4.98,-0.13000000000000078,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,6,fast,slow,quick,antonym_remapping,synonym,technical_document,mean_logprob,6.625,7.010416626930237,0.43556144131209945,0.3854166269302368,1.0625,0.125,1.0625,0.125,-0.125,-0.125,5.13,4.85,4.98,-0.13000000000000078,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,7,slow,fast,sluggish,antonym_remapping,synonym,definition_scope,sum_logprob,6.624999523162842,9.885416666666666,0.5720254526451143,3.2604171435038243,4.453125,2.875,4.453125,2.875,-2.875,-2.875,4.85,5.13,3.25,1.88,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,7,slow,fast,sluggish,antonym_remapping,synonym,definition_scope,mean_logprob,6.624999523162842,9.885416666666666,0.5720254526451143,3.2604171435038243,4.453125,2.875,4.453125,2.875,-2.875,-2.875,4.85,5.13,3.25,1.88,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,7,slow,fast,sluggish,antonym_remapping,synonym,game_rule,sum_logprob,11.374999552965164,13.151041696468988,0.6980487479954374,1.7760421435038243,4.453125,2.875,4.453125,2.875,-2.875,-2.875,4.85,5.13,3.25,1.88,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,7,slow,fast,sluggish,antonym_remapping,synonym,game_rule,mean_logprob,11.374999552965164,13.151041696468988,0.6980487479954374,1.7760421435038243,4.453125,2.875,4.453125,2.875,-2.875,-2.875,4.85,5.13,3.25,1.88,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,7,slow,fast,sluggish,antonym_remapping,synonym,glossary,sum_logprob,3.5625,8.354166746139526,0.3679896203649997,4.791666746139526,4.453125,2.875,4.453125,2.875,-2.875,-2.875,4.85,5.13,3.25,1.88,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,7,slow,fast,sluggish,antonym_remapping,synonym,glossary,mean_logprob,3.5625,8.354166746139526,0.3679896203649997,4.791666746139526,4.453125,2.875,4.453125,2.875,-2.875,-2.875,4.85,5.13,3.25,1.88,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,7,slow,fast,sluggish,antonym_remapping,synonym,technical_document,sum_logprob,8.625,11.46874968210856,0.38679335674099613,2.8437496821085606,4.453125,2.875,4.453125,2.875,-2.875,-2.875,4.85,5.13,3.25,1.88,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,7,slow,fast,sluggish,antonym_remapping,synonym,technical_document,mean_logprob,8.625,11.46874968210856,0.38679335674099613,2.8437496821085606,4.453125,2.875,4.453125,2.875,-2.875,-2.875,4.85,5.13,3.25,1.88,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,8,bright,dark,shiny,antonym_remapping,synonym,definition_scope,sum_logprob,8.25,9.302083293596903,0.38000124382154943,1.052083293596903,2.71875,-0.25,2.71875,-0.25,0.25,0.25,4.61,5.04,3.88,1.1600000000000001,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,8,bright,dark,shiny,antonym_remapping,synonym,definition_scope,mean_logprob,8.25,9.302083293596903,0.38000124382154943,1.052083293596903,2.71875,-0.25,2.71875,-0.25,0.25,0.25,4.61,5.04,3.88,1.1600000000000001,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,8,bright,dark,shiny,antonym_remapping,synonym,game_rule,sum_logprob,10.812500059604645,13.687499870856604,1.4017288424531165,2.874999811251959,2.71875,-0.25,2.71875,-0.25,0.25,0.25,4.61,5.04,3.88,1.1600000000000001,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,8,bright,dark,shiny,antonym_remapping,synonym,game_rule,mean_logprob,10.812500059604645,13.687499870856604,1.4017288424531165,2.874999811251959,2.71875,-0.25,2.71875,-0.25,0.25,0.25,4.61,5.04,3.88,1.1600000000000001,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,8,bright,dark,shiny,antonym_remapping,synonym,glossary,sum_logprob,6.687500476837158,8.677083333333334,0.36532667221231796,1.9895828564961757,2.71875,-0.25,2.71875,-0.25,0.25,0.25,4.61,5.04,3.88,1.1600000000000001,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,8,bright,dark,shiny,antonym_remapping,synonym,glossary,mean_logprob,6.687500476837158,8.677083333333334,0.36532667221231796,1.9895828564961757,2.71875,-0.25,2.71875,-0.25,0.25,0.25,4.61,5.04,3.88,1.1600000000000001,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,8,bright,dark,shiny,antonym_remapping,synonym,technical_document,sum_logprob,8.687500476837158,10.583333492279053,0.5056966944706208,1.8958330154418945,2.71875,-0.25,2.71875,-0.25,0.25,0.25,4.61,5.04,3.88,1.1600000000000001,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,8,bright,dark,shiny,antonym_remapping,synonym,technical_document,mean_logprob,8.687500476837158,10.583333492279053,0.5056966944706208,1.8958330154418945,2.71875,-0.25,2.71875,-0.25,0.25,0.25,4.61,5.04,3.88,1.1600000000000001,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,9,dark,bright,dim,antonym_remapping,synonym,definition_scope,sum_logprob,4.625,5.958333293596904,0.5804994023114202,1.3333332935969038,-0.03125,1.5,-0.03125,1.5,-1.5,-1.5,5.04,4.61,3.62,0.9900000000000002,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,9,dark,bright,dim,antonym_remapping,synonym,definition_scope,mean_logprob,4.625,5.958333293596904,0.5804994023114202,1.3333332935969038,-0.03125,1.5,-0.03125,1.5,-1.5,-1.5,5.04,4.61,3.62,0.9900000000000002,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,9,dark,bright,dim,antonym_remapping,synonym,game_rule,sum_logprob,6.999999940395355,7.031249990065892,1.4245338608727525,0.03125004967053702,-0.03125,1.5,-0.03125,1.5,-1.5,-1.5,5.04,4.61,3.62,0.9900000000000002,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,9,dark,bright,dim,antonym_remapping,synonym,game_rule,mean_logprob,6.999999940395355,7.031249990065892,1.4245338608727525,0.03125004967053702,-0.03125,1.5,-0.03125,1.5,-1.5,-1.5,5.04,4.61,3.62,0.9900000000000002,1,1,1,0,True
qwen25_15b_base,Qwen/Qwen2.5-1.5B,Qwen,1.5,base,anchor_1b2b,9,dark,bright,dim,antonym_remapping,synonym,glossary,sum_logprob,2.6875,3.56250007947286,0.45069398878373507,0.8750000794728598,-0.03125,1.5,-0.03125,1.5,-1.5,-1.5,5.04,4.61,3.62,0.9900000000000002,1,1,1,0,True
