model_key,hf_id,family,params_b,tuning,tier,item_id,word,target,distractor,conflict_type,relation,prompt_style,condition,neutral_word,probe,mean_logprob_distractor,mean_logprob_target,n_cont_tokens_distractor,n_cont_tokens_target,sum_logprob_distractor,sum_logprob_target,score_sum_logprob,score_mean_logprob
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,0,small,big,tiny,antonym_remapping,synonym,lexical_prior,probe,,lexical_prior,-9.10523509979248,-8.32398509979248,1,1,-9.10523509979248,-8.32398509979248,0.78125,0.78125
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,0,small,big,tiny,antonym_remapping,synonym,technical_document,conflict,,main,-11.241092681884766,-10.662967681884766,1,1,-11.241092681884766,-10.662967681884766,0.578125,0.578125
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,item,main,-14.824716567993164,-13.076669692993164,1,1,-14.824716567993164,-13.076669692993164,1.748046875,1.748046875
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,label,main,-19.849903106689453,-15.584277153015137,1,1,-19.849903106689453,-15.584277153015137,4.265625953674316,4.265625953674316
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,marker,main,-20.871238708496094,-13.308738708496094,1,1,-20.871238708496094,-13.308738708496094,7.5625,7.5625
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,object,main,-15.874594688415527,-14.003500938415527,1,1,-15.874594688415527,-14.003500938415527,1.87109375,1.87109375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,symbol,main,-15.303964614868164,-12.108652114868164,1,1,-15.303964614868164,-12.108652114868164,3.1953125,3.1953125
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,thing,main,-14.390787124633789,-13.083536148071289,1,1,-14.390787124633789,-13.083536148071289,1.3072509765625,1.3072509765625
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,answer_prior,probe,,answer_prior,-27.28519630432129,-25.03519630432129,1,1,-27.28519630432129,-25.03519630432129,2.25,2.25
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,definition_scope,conflict,,main,-12.424394607543945,-8.455644607543945,1,1,-12.424394607543945,-8.455644607543945,3.96875,3.96875
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,case,main,-16.332998275756836,-12.286123275756836,1,1,-16.332998275756836,-12.286123275756836,4.046875,4.046875
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,entity,main,-14.919351577758789,-12.954507827758789,1,1,-14.919351577758789,-12.954507827758789,1.96484375,1.96484375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,name,main,-16.446630477905273,-13.040380477905273,1,1,-16.446630477905273,-13.040380477905273,3.40625,3.40625
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,term,main,-14.592180252075195,-12.540422439575195,1,1,-14.592180252075195,-12.540422439575195,2.0517578125,2.0517578125
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,token,main,-15.23241138458252,-12.92186450958252,1,1,-15.23241138458252,-12.92186450958252,2.310546875,2.310546875
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,unit,main,-14.46177864074707,-12.69029426574707,1,1,-14.46177864074707,-12.69029426574707,1.771484375,1.771484375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,game_rule,conflict,,main,-14.905247688293457,-14.217747688293457,1,1,-14.905247688293457,-14.217747688293457,0.6875,0.6875
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,case,main,-24.8250789642334,-22.5125789642334,1,1,-24.8250789642334,-22.5125789642334,2.3125,2.3125
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,entity,main,-23.387435913085938,-22.340560913085938,1,1,-23.387435913085938,-22.340560913085938,1.046875,1.046875
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,name,main,-22.990816116333008,-22.647066116333008,1,1,-22.990816116333008,-22.647066116333008,0.34375,0.34375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,term,main,-24.745527267456055,-23.901777267456055,1,1,-24.745527267456055,-23.901777267456055,0.84375,0.84375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,token,main,-26.493505477905273,-25.602880477905273,1,1,-26.493505477905273,-25.602880477905273,0.890625,0.890625
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,unit,main,-25.3316593170166,-24.5347843170166,1,1,-25.3316593170166,-24.5347843170166,0.796875,0.796875
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,glossary,conflict,,main,-14.0258207321167,-6.869570732116699,1,1,-14.0258207321167,-6.869570732116699,7.15625,7.15625
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,case,main,-17.616933822631836,-8.382558822631836,1,1,-17.616933822631836,-8.382558822631836,9.234375,9.234375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,entity,main,-17.394920349121094,-12.019920349121094,1,1,-17.394920349121094,-12.019920349121094,5.375,5.375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,name,main,-15.442499160766602,-8.942499160766602,1,1,-15.442499160766602,-8.942499160766602,6.5,6.5
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,term,main,-15.791741371154785,-9.260491371154785,1,1,-15.791741371154785,-9.260491371154785,6.53125,6.53125
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,token,main,-17.694393157958984,-5.663142681121826,1,1,-17.694393157958984,-5.663142681121826,12.031250476837158,12.031250476837158
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,unit,main,-17.616016387939453,-11.819141387939453,1,1,-17.616016387939453,-11.819141387939453,5.796875,5.796875
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,lexical_prior,probe,,lexical_prior,-6.797237873077393,-5.797237873077393,1,1,-6.797237873077393,-5.797237873077393,1.0,1.0
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,technical_document,conflict,,main,-13.722305297851562,-8.659805297851562,1,1,-13.722305297851562,-8.659805297851562,5.0625,5.0625
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,case,main,-21.208354949951172,-13.825541496276855,1,1,-21.208354949951172,-13.825541496276855,7.382813453674316,7.382813453674316
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,entity,main,-16.620426177978516,-11.682926177978516,1,1,-16.620426177978516,-11.682926177978516,4.9375,4.9375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,name,main,-19.992979049682617,-14.930480003356934,1,1,-19.992979049682617,-14.930480003356934,5.062499046325684,5.062499046325684
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,term,main,-20.79584312438965,-14.955999374389648,1,1,-20.79584312438965,-14.955999374389648,5.83984375,5.83984375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,token,main,-21.299915313720703,-15.59679126739502,1,1,-21.299915313720703,-15.59679126739502,5.703124046325684,5.703124046325684
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,unit,main,-16.186824798583984,-10.595027923583984,1,1,-16.186824798583984,-10.595027923583984,5.591796875,5.591796875
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,answer_prior,probe,,answer_prior,-27.345232009887695,-26.907732009887695,1,1,-27.345232009887695,-26.907732009887695,0.4375,0.4375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,conflict,,main,-13.05267333984375,-11.55267333984375,1,1,-13.05267333984375,-11.55267333984375,1.5,1.5
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,code,main,-16.098539352416992,-14.809477806091309,1,1,-16.098539352416992,-14.809477806091309,1.2890615463256836,1.2890615463256836
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,entry,main,-15.374396324157715,-15.953986167907715,1,1,-15.374396324157715,-15.953986167907715,-0.57958984375,-0.57958984375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,note,main,-17.46794891357422,-18.12419891357422,1,1,-17.46794891357422,-18.12419891357422,-0.65625,-0.65625
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,sample,main,-15.00995922088623,-14.93574047088623,1,1,-15.00995922088623,-14.93574047088623,0.07421875,0.07421875
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,sign,main,-15.335793495178223,-15.249855995178223,1,1,-15.335793495178223,-15.249855995178223,0.0859375,0.0859375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,tag,main,-15.217864990234375,-15.620208740234375,1,1,-15.217864990234375,-15.620208740234375,-0.40234375,-0.40234375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,conflict,,main,-22.87689781188965,-21.20502281188965,1,1,-22.87689781188965,-21.20502281188965,1.671875,1.671875
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,code,main,-29.534896850585938,-25.558334350585938,1,1,-29.534896850585938,-25.558334350585938,3.9765625,3.9765625
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,entry,main,-30.28777313232422,-31.33464813232422,1,1,-30.28777313232422,-31.33464813232422,-1.046875,-1.046875
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,note,main,-29.422801971435547,-30.047801971435547,1,1,-29.422801971435547,-30.047801971435547,-0.625,-0.625
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,sample,main,-29.12372589111328,-28.63935089111328,1,1,-29.12372589111328,-28.63935089111328,0.484375,0.484375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,sign,main,-30.617982864379883,-30.149232864379883,1,1,-30.617982864379883,-30.149232864379883,0.46875,0.46875
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,tag,main,-27.723867416381836,-25.817617416381836,1,1,-27.723867416381836,-25.817617416381836,1.90625,1.90625
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,glossary,conflict,,main,-13.048608779907227,-9.954858779907227,1,1,-13.048608779907227,-9.954858779907227,3.09375,3.09375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,code,main,-18.724245071411133,-15.599244117736816,1,1,-18.724245071411133,-15.599244117736816,3.1250009536743164,3.1250009536743164
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,entry,main,-16.45672607421875,-15.65985107421875,1,1,-16.45672607421875,-15.65985107421875,0.796875,0.796875
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,note,main,-16.091007232666016,-12.200382232666016,1,1,-16.091007232666016,-12.200382232666016,3.890625,3.890625
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,sample,main,-15.575465202331543,-13.075465202331543,1,1,-15.575465202331543,-13.075465202331543,2.5,2.5
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,sign,main,-16.252992630004883,-10.674867630004883,1,1,-16.252992630004883,-10.674867630004883,5.578125,5.578125
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,tag,main,-15.13025188446045,-8.97400188446045,1,1,-15.13025188446045,-8.97400188446045,6.15625,6.15625
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,lexical_prior,probe,,lexical_prior,-14.339906692504883,-9.543031692504883,1,1,-14.339906692504883,-9.543031692504883,4.796875,4.796875
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,conflict,,main,-12.613035202026367,-10.909910202026367,1,1,-12.613035202026367,-10.909910202026367,1.703125,1.703125
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,code,main,-18.935184478759766,-13.65393352508545,1,1,-18.935184478759766,-13.65393352508545,5.281250953674316,5.281250953674316
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,entry,main,-18.697465896606445,-14.041214942932129,1,1,-18.697465896606445,-14.041214942932129,4.656250953674316,4.656250953674316
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,note,main,-20.64086151123047,-15.328361511230469,1,1,-20.64086151123047,-15.328361511230469,5.3125,5.3125
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,sample,main,-20.784299850463867,-17.878049850463867,1,1,-20.784299850463867,-17.878049850463867,2.90625,2.90625
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,sign,main,-18.24127197265625,-13.50689697265625,1,1,-18.24127197265625,-13.50689697265625,4.734375,4.734375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,tag,main,-17.673391342163086,-14.642141342163086,1,1,-17.673391342163086,-14.642141342163086,3.03125,3.03125
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,3,cold,hot,chilly,antonym_remapping,synonym,answer_prior,probe,,answer_prior,-30.53519630432129,-27.41019630432129,1,1,-30.53519630432129,-27.41019630432129,3.125,3.125
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,conflict,,main,-17.945335388183594,-12.898460388183594,1,1,-17.945335388183594,-12.898460388183594,5.046875,5.046875
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,class,main,-23.487680435180664,-15.753305435180664,1,1,-23.487680435180664,-15.753305435180664,7.734375,7.734375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,field,main,-21.05455780029297,-10.710808753967285,1,1,-21.05455780029297,-10.710808753967285,10.343749046325684,10.343749046325684
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,point,main,-21.617740631103516,-11.8677396774292,1,1,-21.617740631103516,-11.8677396774292,9.750000953674316,9.750000953674316
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,record,main,-24.805116653442383,-13.742615699768066,1,1,-24.805116653442383,-13.742615699768066,11.062500953674316,11.062500953674316
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,slot,main,-24.64031410217285,-13.030939102172852,1,1,-24.64031410217285,-13.030939102172852,11.609375,11.609375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,type,main,-20.578372955322266,-12.984622955322266,1,1,-20.578372955322266,-12.984622955322266,7.59375,7.59375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,conflict,,main,-25.37029266357422,-18.27654266357422,1,1,-25.37029266357422,-18.27654266357422,7.09375,7.09375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,neutral,class,main,-33.1109733581543,-22.70472526550293,1,1,-33.1109733581543,-22.70472526550293,10.406248092651367,10.406248092651367
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,neutral,field,main,-31.541412353515625,-23.994537353515625,1,1,-31.541412353515625,-23.994537353515625,7.546875,7.546875
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,neutral,point,main,-34.47071075439453,-23.408212661743164,1,1,-34.47071075439453,-23.408212661743164,11.062498092651367,11.062498092651367
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,neutral,record,main,-36.82704162597656,-28.31141471862793,1,1,-36.82704162597656,-28.31141471862793,8.515626907348633,8.515626907348633
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,neutral,slot,main,-33.210391998291016,-23.616641998291016,1,1,-33.210391998291016,-23.616641998291016,9.59375,9.59375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,neutral,type,main,-35.74159622192383,-26.46034812927246,1,1,-35.74159622192383,-26.46034812927246,9.281248092651367,9.281248092651367
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,3,cold,hot,chilly,antonym_remapping,synonym,glossary,conflict,,main,-18.271177291870117,-11.521177291870117,1,1,-18.271177291870117,-11.521177291870117,6.75,6.75
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,3,cold,hot,chilly,antonym_remapping,synonym,glossary,neutral,class,main,-20.696870803833008,-9.759370803833008,1,1,-20.696870803833008,-9.759370803833008,10.9375,10.9375
gemma2_9b_base,google/gemma-2-9b,Gemma,9.0,base,large_7b9b,3,cold,hot,chilly,antonym_remapping,synonym,glossary,neutral,field,main,-18.771764755249023,-7.428014755249023,1,1,-18.771764755249023,-7.428014755249023,11.34375,11.34375
